Census Tract,FIPS Code,Formatted FIPS,% on SNAP 
"36005012300, NY",36005012300,36005012300,50.11
"36047001300, NY",36047001300,36047001300,2.49
"36047005400, NY",36047005400,36047005400,19.55
"36047000200, NY",36047000200,36047000200,42.25
"36081079702, NY",36081079702,36081079702,20.74
"36005046000, NY",36005046000,36005046000,40.73
"36047003100, NY",36047003100,36047003100,2.78
"36061015900, NY",36061015900,36061015900,0
"36081020400, NY",36081020400,36081020400,26.83
"36081079900, NY",36081079900,36081079900,11.04
"36081077906, NY",36081077906,36081077906,9.47
"36005020100, NY",36005020100,36005020100,59.38
"36047046800, NY",36047046800,36047046800,41.29
"36047016800, NY",36047016800,36047016800,18.26
"36081010300, NY",36081010300,36081010300,11.06
"36047055700, NY",36047055700,36047055700,4.31
"36061013200, NY",36061013200,36061013200,0
"36047007500, NY",36047007500,36047007500,1.15
"36081059200, NY",36081059200,36081059200,15.5
"36081077300, NY",36081077300,36081077300,2.34
"36081009900, NY",36081009900,36081009900,N/A
"36047094600, NY",36047094600,36047094600,5.78
"36047101800, NY",36047101800,36047101800,16.31
"36081038100, NY",36081038100,36081038100,38.04
"36081112300, NY",36081112300,36081112300,7.48
"36047093200, NY",36047093200,36047093200,5.96
"36005024800, NY",36005024800,36005024800,7.6
"36061002900, NY",36061002900,36061002900,44.58
"36081044302, NY",36081044302,36081044302,15.81
"36081015802, NY",36081015802,36081015802,24.29
"36061008603, NY",36061008603,36061008603,0
"36005020501, NY",36005020501,36005020501,55.74
"36081077905, NY",36081077905,36081077905,6.5
"36081051100, NY",36081051100,36081051100,4.9
"36047072600, NY",36047072600,36047072600,10.72
"36081049302, NY",36081049302,36081049302,2.81
"36047051900, NY",36047051900,36047051900,1.98
"36081008500, NY",36081008500,36081008500,16.87
"36005034500, NY",36005034500,36005034500,7.58
"36081049600, NY",36081049600,36081049600,13.32
"36081094700, NY",36081094700,36081094700,9.23
"36081008700, NY",36081008700,36081008700,52.15
"36081024500, NY",36081024500,36081024500,7.39
"36005041800, NY",36005041800,36005041800,26.56
"36081024000, NY",36081024000,36081024000,24.85
"36005032400, NY",36005032400,36005032400,46.23
"36047019300, NY",36047019300,36047019300,13.15
"36081077903, NY",36081077903,36081077903,4.77
"36047013400, NY",36047013400,36047013400,4.93
"36005036000, NY",36005036000,36005036000,12.08
"36081065703, NY",36081065703,36081065703,0
"36005028500, NY",36005028500,36005028500,19.06
"36047016600, NY",36047016600,36047016600,0
"36047015200, NY",36047015200,36047015200,8.09
"36005027900, NY",36005027900,36005027900,31.43
"36061018900, NY",36061018900,36061018900,48.2
"36047030700, NY",36047030700,36047030700,53.48
"36005007100, NY",36005007100,36005007100,38.54
"36081062100, NY",36081062100,36081062100,3.64
"36005004400, NY",36005004400,36005004400,46.09
"36081068700, NY",36081068700,36081068700,15.29
"36005006500, NY",36005006500,36005006500,49.82
"36081061200, NY",36081061200,36081061200,9.77
"36047055500, NY",36047055500,36047055500,6.65
"36047027100, NY",36047027100,36047027100,30.39
"36047057000, NY",36047057000,36047057000,15.06
"36081004401, NY",36081004401,36081004401,20.62
"36061002000, NY",36061002000,36061002000,59.2
"36081029100, NY",36081029100,36081029100,7.75
"36081079000, NY",36081079000,36081079000,20.78
"36081023500, NY",36081023500,36081023500,7.6
"36081053401, NY",36081053401,36081053401,18.62
"36047036300, NY",36047036300,36047036300,41.28
"36047051300, NY",36047051300,36047051300,25.66
"36081061400, NY",36081061400,36081061400,3.88
"36047016000, NY",36047016000,36047016000,16.36
"36081061900, NY",36081061900,36081061900,8.91
"36047072200, NY",36047072200,36047072200,24.65
"36047017400, NY",36047017400,36047017400,7.07
"36081018200, NY",36081018200,36081018200,25.13
"36047029400, NY",36047029400,36047029400,16.46
"36081026400, NY",36081026400,36081026400,22.5
"36081063900, NY",36081063900,36081063900,2.63
"36047030300, NY",36047030300,36047030300,44.64
"36061010601, NY",36061010601,36061010601,0
"36081066701, NY",36081066701,36081066701,12.93
"36081067900, NY",36081067900,36081067900,13.28
"36081145101, NY",36081145101,36081145101,2.8
"36081116300, NY",36081116300,36081116300,19.56
"36081059300, NY",36081059300,36081059300,7.15
"36047097400, NY",36047097400,36047097400,15.72
"36081113300, NY",36081113300,36081113300,2.5
"36081051700, NY",36081051700,36081051700,5.47
"36047056500, NY",36047056500,36047056500,9.98
"36047092400, NY",36047092400,36047092400,34.29
"36047006500, NY",36047006500,36047006500,2.55
"36081046200, NY",36081046200,36081046200,22.55
"36047015900, NY",36047015900,36047015900,0
"36047038600, NY",36047038600,36047038600,26.5
"36005042100, NY",36005042100,36005042100,41.32
"36047019100, NY",36047019100,36047019100,11.38
"36085002700, NY",36085002700,36085002700,52.04
"36047089000, NY",36047089000,36047089000,27.22
"36085007700, NY",36085007700,36085007700,34.56
"36047014900, NY",36047014900,36047014900,3.47
"36047090000, NY",36047090000,36047090000,56.1
"36081068300, NY",36081068300,36081068300,10.6
"36081037300, NY",36081037300,36081037300,26.43
"36081045800, NY",36081045800,36081045800,8.35
"36047008500, NY",36047008500,36047008500,71.86
"36005006100, NY",36005006100,36005006100,7.67
"36081018700, NY",36081018700,36081018700,9.33
"36047057200, NY",36047057200,36047057200,56.13
"36061002100, NY",36061002100,36061002100,2.93
"36005016100, NY",36005016100,36005016100,56.49
"36081061800, NY",36081061800,36081061800,1.15
"36005029700, NY",36005029700,36005029700,0.9
"36047095000, NY",36047095000,36047095000,12.94
"36061002500, NY",36061002500,36061002500,62.07
"36005045800, NY",36005045800,36005045800,63.61
"36047016200, NY",36047016200,36047016200,4.44
"36081070300, NY",36081070300,36081070300,4.33
"36047022700, NY",36047022700,36047022700,11.43
"36081140901, NY",36081140901,36081140901,9.7
"36005044200, NY",36005044200,36005044200,39.92
"36005037504, NY",36005037504,36005037504,50.47
"36005024000, NY",36005024000,36005024000,30.69
"36005019300, NY",36005019300,36005019300,56.69
"36047038100, NY",36047038100,36047038100,33.89
"36081046600, NY",36081046600,36081046600,28.41
"36005028300, NY",36005028300,36005028300,58.16
"36047028200, NY",36047028200,36047028200,27.46
"36081055700, NY",36081055700,36081055700,13.03
"36061012400, NY",36061012400,36061012400,1.9
"36081025100, NY",36081025100,36081025100,7.18
"36081046400, NY",36081046400,36081046400,6.09
"36081061000, NY",36081061000,36081061000,15.08
"36047095600, NY",36047095600,36047095600,14.2
"36047008400, NY",36047008400,36047008400,26.52
"36047061200, NY",36047061200,36047061200,9.54
"36061019701, NY",36061019701,36061019701,19.48
"36047095400, NY",36047095400,36047095400,10.29
"36047028600, NY",36047028600,36047028600,24.28
"36047092000, NY",36047092000,36047092000,63.27
"36081043200, NY",36081043200,36081043200,20.07
"36047064200, NY",36047064200,36047064200,18.77
"36005029500, NY",36005029500,36005029500,4.67
"36005015300, NY",36005015300,36005015300,49.63
"36047095800, NY",36047095800,36047095800,18.22
"36005022000, NY",36005022000,36005022000,47.72
"36005013100, NY",36005013100,36005013100,35.57
"36081021200, NY",36081021200,36081021200,27.96
"36047038200, NY",36047038200,36047038200,49.16
"36047050400, NY",36047050400,36047050400,15.6
"36047032800, NY",36047032800,36047032800,28.39
"36047055100, NY",36047055100,36047055100,19.35
"36047036600, NY",36047036600,36047036600,31.98
"36081068200, NY",36081068200,36081068200,14.17
"36085000900, NY",36085000900,36085000900,34.19
"36047066200, NY",36047066200,36047066200,6.06
"36081048000, NY",36081048000,36081048000,14.31
"36081053000, NY",36081053000,36081053000,10.41
"36081016900, NY",36081016900,36081016900,5.36
"36081046800, NY",36081046800,36081046800,13.76
"36081047000, NY",36081047000,36081047000,20.26
"36081045400, NY",36081045400,36081045400,6.15
"36081067100, NY",36081067100,36081067100,5.29
"36047034200, NY",36047034200,36047034200,59.56
"36005007500, NY",36005007500,36005007500,43.51
"36047049300, NY",36047049300,36047049300,55.28
"36081036800, NY",36081036800,36081036800,13.2
"36081001200, NY",36081001200,36081001200,12.89
"36081055600, NY",36081055600,36081055600,3.15
"36047042200, NY",36047042200,36047042200,14.48
"36047036900, NY",36047036900,36047036900,36.98
"36081133900, NY",36081133900,36081133900,6.98
"36081048200, NY",36081048200,36081048200,10.73
"36005004300, NY",36005004300,36005004300,45.56
"36061019800, NY",36061019800,36061019800,24.16
"36061013700, NY",36061013700,36061013700,0
"36047012600, NY",36047012600,36047012600,19.77
"36047023200, NY",36047023200,36047023200,44.77
"36047045000, NY",36047045000,36047045000,20.75
"36047119200, NY",36047119200,36047119200,24.72
"36081048300, NY",36081048300,36081048300,13.1
"36081054800, NY",36081054800,36081054800,11.44
"36081051500, NY",36081051500,36081051500,5.2
"36081073900, NY",36081073900,36081073900,4.74
"36081077500, NY",36081077500,36081077500,4.97
"36081000400, NY",36081000400,36081000400,36.22
"36047037401, NY",36047037401,36047037401,20.09
"36005040600, NY",36005040600,36005040600,43.13
"36005039600, NY",36005039600,36005039600,40.19
"36081044601, NY",36081044601,36081044601,34.44
"36005036300, NY",36005036300,36005036300,63.81
"36081005700, NY",36081005700,36081005700,25.46
"36047061004, NY",36047061004,36047061004,42.88
"36047000100, NY",36047000100,36047000100,7.47
"36081010000, NY",36081010000,36081010000,17.49
"36081014000, NY",36081014000,36081014000,6.22
"36081019600, NY",36081019600,36081019600,12.93
"36061001800, NY",36061001800,36061001800,45.29
"36081002800, NY",36081002800,36081002800,18.1
"36081026100, NY",36081026100,36081026100,11.47
"36005022200, NY",36005022200,36005022200,29.02
"36081014400, NY",36081014400,36081014400,9
"36081059400, NY",36081059400,36081059400,14.39
"36047079400, NY",36047079400,36047079400,33.77
"36081070700, NY",36081070700,36081070700,10.51
"36081046000, NY",36081046000,36081046000,20.4
"36081004500, NY",36081004500,36081004500,9.8
"36047047800, NY",36047047800,36047047800,34
"36005019500, NY",36005019500,36005019500,54.84
"36081055400, NY",36081055400,36081055400,2.62
"36081017000, NY",36081017000,36081017000,16.67
"36047029800, NY",36047029800,36047029800,26.67
"36081050800, NY",36081050800,36081050800,25.47
"36047047700, NY",36047047700,36047047700,3.71
"36081025500, NY",36081025500,36081025500,11.07
"36081070900, NY",36081070900,36081070900,6.69
"36047011800, NY",36047011800,36047011800,21.75
"36047059200, NY",36047059200,36047059200,23.36
"36081016300, NY",36081016300,36081016300,39.72
"36047044800, NY",36047044800,36047044800,15.03
"36081040200, NY",36081040200,36081040200,15.22
"36047014500, NY",36047014500,36047014500,19.14
"36081119100, NY",36081119100,36081119100,13.97
"36081018900, NY",36081018900,36081018900,16.45
"36005007600, NY",36005007600,36005007600,39.02
"36061003200, NY",36061003200,36061003200,6.57
"36047014300, NY",36047014300,36047014300,10.76
"36005003900, NY",36005003900,36005003900,45.19
"36047017600, NY",36047017600,36047017600,27.24
"36005040400, NY",36005040400,36005040400,22.89
"36005038000, NY",36005038000,36005038000,32.3
"36047079200, NY",36047079200,36047079200,47.75
"36081050400, NY",36081050400,36081050400,19.54
"36081069500, NY",36081069500,36081069500,9.44
"36005043100, NY",36005043100,36005043100,40.6
"36047013600, NY",36047013600,36047013600,10.43
"36081062000, NY",36081062000,36081062000,5.61
"36047091600, NY",36047091600,36047091600,48.98
"36081060600, NY",36081060600,36081060600,7.01
"36047000301, NY",36047000301,36047000301,0
"36081071702, NY",36081071702,36081071702,21.08
"36005008300, NY",36005008300,36005008300,56.13
"36081056000, NY",36081056000,36081056000,9.09
"36081018300, NY",36081018300,36081018300,11.69
"36005027300, NY",36005027300,36005027300,36.32
"36005008700, NY",36005008700,36005008700,43.91
"36081000600, NY",36081000600,36081000600,13.45
"36081045200, NY",36081045200,36081045200,14.07
"36047082400, NY",36047082400,36047082400,32.48
"36081003400, NY",36081003400,36081003400,21.85
"36081010200, NY",36081010200,36081010200,24.42
"36081027300, NY",36081027300,36081027300,26.22
"36047029600, NY",36047029600,36047029600,20.85
"36081077907, NY",36081077907,36081077907,22.27
"36005007200, NY",36005007200,36005007200,34.63
"36081011700, NY",36081011700,36081011700,8.46
"36061024500, NY",36061024500,36061024500,44.73
"36081001400, NY",36081001400,36081001400,6.24
"36005006700, NY",36005006700,36005006700,54.1
"36047049100, NY",36047049100,36047049100,30.55
"36061018000, NY",36061018000,36061018000,41.76
"36081006300, NY",36081006300,36081006300,15.64
"36047117400, NY",36047117400,36047117400,24.57
"36081018402, NY",36081018402,36081018402,24.31
"36047019000, NY",36047019000,36047019000,20.48
"36081040100, NY",36081040100,36081040100,26.95
"36081025800, NY",36081025800,36081025800,16.31
"36047091000, NY",36047091000,36047091000,70.44
"36047072800, NY",36047072800,36047072800,9.47
"36081006900, NY",36081006900,36081006900,15.01
"36081119300, NY",36081119300,36081119300,6.31
"36081060800, NY",36081060800,36081060800,19.14
"36081016800, NY",36081016800,36081016800,14.02
"36005031400, NY",36005031400,36005031400,7.38
"36081073700, NY",36081073700,36081073700,4.53
"36081026700, NY",36081026700,36081026700,19.07
"36047030200, NY",36047030200,36047030200,19.19
"36005015100, NY",36005015100,36005015100,36.91
"36047040300, NY",36047040300,36047040300,40.33
"36081015600, NY",36081015600,36081015600,19.57
"36047091800, NY",36047091800,36047091800,45.31
"36005016700, NY",36005016700,36005016700,52.46
"36047016900, NY",36047016900,36047016900,7.07
"36005025100, NY",36005025100,36005025100,56.18
"36047048400, NY",36047048400,36047048400,36.5
"36047017000, NY",36047017000,36047017000,14.85
"36081014201, NY",36081014201,36081014201,18.67
"36061001600, NY",36061001600,36061001600,30.18
"36005045102, NY",36005045102,36005045102,4.63
"36047017100, NY",36047017100,36047017100,0
"36081019800, NY",36081019800,36081019800,21.9
"36047083600, NY",36047083600,36047083600,12.78
"36047067000, NY",36047067000,36047067000,13.99
"36061004900, NY",36061004900,36061004900,3.88
"36005043000, NY",36005043000,36005043000,18.3
"36005039100, NY",36005039100,36005039100,49.26
"36005033000, NY",36005033000,36005033000,40.04
"36047047600, NY",36047047600,36047047600,29.97
"36081059800, NY",36081059800,36081059800,9.79
"36081009600, NY",36081009600,36081009600,13.85
"36081050600, NY",36081050600,36081050600,12.4
"36081012200, NY",36081012200,36081012200,27.2
"36081044800, NY",36081044800,36081044800,9.7
"36047017200, NY",36047017200,36047017200,9.67
"36005007000, NY",36005007000,36005007000,38.2
"36005032800, NY",36005032800,36005032800,37.53
"36061003100, NY",36061003100,36061003100,7.74
"36047029700, NY",36047029700,36047029700,28.37
"36081043400, NY",36081043400,36081043400,14.08
"36047118400, NY",36047118400,36047118400,26.98
"36061016500, NY",36061016500,36061016500,1.83
"36047075800, NY",36047075800,36047075800,17.47
"36047049800, NY",36047049800,36047049800,5.22
"36005031200, NY",36005031200,36005031200,7.64
"36081071701, NY",36081071701,36081071701,12.53
"36005036400, NY",36005036400,36005036400,16.02
"36005039800, NY",36005039800,36005039800,9.82
"36047088200, NY",36047088200,36047088200,19.59
"36047006400, NY",36047006400,36047006400,12.17
"36081118900, NY",36081118900,36081118900,4.96
"36047049600, NY",36047049600,36047049600,18.32
"36081120500, NY",36081120500,36081120500,35.92
"36061003800, NY",36061003800,36061003800,4.45
"36061016800, NY",36061016800,36061016800,49.13
"36047011700, NY",36047011700,36047011700,17.54
"36047039800, NY",36047039800,36047039800,28.8
"36081009700, NY",36081009700,36081009700,3.26
"36081052500, NY",36081052500,36081052500,6.9
"36081059100, NY",36081059100,36081059100,3.96
"36081016600, NY",36081016600,36081016600,15.19
"36081013700, NY",36081013700,36081013700,6.15
"36047068200, NY",36047068200,36047068200,5.96
"36081077908, NY",36081077908,36081077908,21.21
"36047083000, NY",36047083000,36047083000,22.93
"36047070000, NY",36047070000,36047070000,8.46
"36081126500, NY",36081126500,36081126500,20.75
"36081039800, NY",36081039800,36081039800,8.88
"36061006500, NY",36061006500,36061006500,0
"36047014200, NY",36047014200,36047014200,17.79
"36047044000, NY",36047044000,36047044000,24.27
"36047051800, NY",36047051800,36047051800,14.32
"36005026500, NY",36005026500,36005026500,53.21
"36047074600, NY",36047074600,36047074600,13.95
"36005005400, NY",36005005400,36005005400,43.38
"36081040700, NY",36081040700,36081040700,35.06
"36081040300, NY",36081040300,36081040300,28.6
"36081004200, NY",36081004200,36081004200,32.4
"36081016400, NY",36081016400,36081016400,15.71
"36047043900, NY",36047043900,36047043900,50.64
"36047088800, NY",36047088800,36047088800,26.69
"36047026100, NY",36047026100,36047026100,46.04
"36005028900, NY",36005028900,36005028900,22.9
"36081018401, NY",36081018401,36081018401,12.98
"36005037100, NY",36005037100,36005037100,41.72
"36081019200, NY",36081019200,36081019200,21.79
"36081026300, NY",36081026300,36081026300,10.93
"36047064400, NY",36047064400,36047064400,11.42
"36081062500, NY",36081062500,36081062500,4.05
"36047082600, NY",36047082600,36047082600,17.31
"36005007900, NY",36005007900,36005007900,59.08
"36047059800, NY",36047059800,36047059800,24.94
"36081049700, NY",36081049700,36081049700,3.47
"36081010500, NY",36081010500,36081010500,24.9
"36047050000, NY",36047050000,36047050000,6.05
"36047113200, NY",36047113200,36047113200,23.96
"36047033700, NY",36047033700,36047033700,9.23
"36081075701, NY",36081075701,36081075701,5.45
"36061009200, NY",36061009200,36061009200,8.13
"36047038800, NY",36047038800,36047038800,10.56
"36047040200, NY",36047040200,36047040200,27.7
"36081005300, NY",36081005300,36081005300,10.31
"36081037900, NY",36081037900,36081037900,38.69
"36081028700, NY",36081028700,36081028700,9.33
"36081002500, NY",36081002500,36081002500,53.02
"36081052400, NY",36081052400,36081052400,16.85
"36081040000, NY",36081040000,36081040000,5.86
"36081036700, NY",36081036700,36081036700,11.58
"36047046000, NY",36047046000,36047046000,25.54
"36047090600, NY",36047090600,36047090600,57.13
"36081007100, NY",36081007100,36081007100,11.75
"36047035000, NY",36047035000,36047035000,32.85
"36081118100, NY",36081118100,36081118100,6.57
"36081085300, NY",36081085300,36081085300,21.24
"36081006100, NY",36081006100,36081006100,0
"36047048200, NY",36047048200,36047048200,24.16
"36061022400, NY",36061022400,36061022400,20.75
"36047054900, NY",36047054900,36047054900,25.29
"36081012400, NY",36081012400,36081012400,21.32
"36061010602, NY",36061010602,36061010602,1.42
"36047028000, NY",36047028000,36047028000,27.36
"36081059600, NY",36081059600,36081059600,5.1
"36081024900, NY",36081024900,36081024900,7.57
"36047030000, NY",36047030000,36047030000,31.28
"36047030100, NY",36047030100,36047030100,21.27
"36081056600, NY",36081056600,36081056600,5.83
"36081065900, NY",36081065900,36081065900,2.06
"36047093000, NY",36047093000,36047093000,9.93
"36047022000, NY",36047022000,36047022000,41.93
"36047053300, NY",36047053300,36047053300,48.15
"36047113000, NY",36047113000,36047113000,33.67
"36005006200, NY",36005006200,36005006200,48.53
"36081051300, NY",36081051300,36081051300,2.97
"36081074300, NY",36081074300,36081074300,14.64
"36061027100, NY",36061027100,36061027100,29.71
"36081072900, NY",36081072900,36081072900,1.54
"36005021001, NY",36005021001,36005021001,33.19
"36005037900, NY",36005037900,36005037900,50.58
"36047030600, NY",36047030600,36047030600,21
"36081055800, NY",36081055800,36081055800,8.8
"36047005800, NY",36047005800,36047005800,15.45
"36005028600, NY",36005028600,36005028600,13.62
"36081078800, NY",36081078800,36081078800,20
"36047055600, NY",36047055600,36047055600,9.92
"36005035000, NY",36005035000,36005035000,18.49
"36047012000, NY",36047012000,36047012000,20.16
"36081017200, NY",36081017200,36081017200,29.16
"36081013200, NY",36081013200,36081013200,14.81
"36081009100, NY",36081009100,36081009100,14.05
"36047021100, NY",36047021100,36047021100,24.75
"36047049000, NY",36047049000,36047049000,24.51
"36081017400, NY",36081017400,36081017400,14.99
"36005038500, NY",36005038500,36005038500,57.71
"36047072400, NY",36047072400,36047072400,26.67
"36081017600, NY",36081017600,36081017600,16.63
"36081008300, NY",36081008300,36081008300,19.05
"36061004100, NY",36061004100,36061004100,37.46
"36005025200, NY",36005025200,36005025200,10.21
"36047039400, NY",36047039400,36047039400,21.27
"36047040000, NY",36047040000,36047040000,25.63
"36061026500, NY",36061026500,36061026500,28.07
"36081063000, NY",36081063000,36081063000,15.78
"36047024200, NY",36047024200,36047024200,15.57
"36047012200, NY",36047012200,36047012200,40.15
"36081053601, NY",36081053601,36081053601,10.53
"36047059100, NY",36047059100,36047059100,4.81
"36047052700, NY",36047052700,36047052700,49.69
"36081052100, NY",36081052100,36081052100,5.9
"36081013000, NY",36081013000,36081013000,11.53
"36081005900, NY",36081005900,36081005900,9.69
"36081017800, NY",36081017800,36081017800,20.96
"36047021200, NY",36047021200,36047021200,31.4
"36047090200, NY",36047090200,36047090200,35.81
"36047052000, NY",36047052000,36047052000,27.03
"36047037700, NY",36047037700,36047037700,23.44
"36005025600, NY",36005025600,36005025600,17.13
"36081073100, NY",36081073100,36081073100,2.84
"36081015200, NY",36081015200,36081015200,19.6
"36081053200, NY",36081053200,36081053200,14.5
"36081000800, NY",36081000800,36081000800,12.18
"36081063500, NY",36081063500,36081063500,7.31
"36081119500, NY",36081119500,36081119500,10.92
"36047039300, NY",36047039300,36047039300,38.4
"36047080400, NY",36047080400,36047080400,23.32
"36047054400, NY",36047054400,36047054400,16.3
"36047019200, NY",36047019200,36047019200,41.52
"36081011200, NY",36081011200,36081011200,29.25
"36047099600, NY",36047099600,36047099600,21.77
"36081053800, NY",36081053800,36081053800,10.23
"36047037100, NY",36047037100,36047037100,26.88
"36061029100, NY",36061029100,36061029100,50.76
"36047008800, NY",36047008800,36047008800,32.91
"36081013400, NY",36081013400,36081013400,7.04
"36047026400, NY",36047026400,36047026400,25.5
"36047019900, NY",36047019900,36047019900,7.84
"36047067400, NY",36047067400,36047067400,15.71
"36047054200, NY",36047054200,36047054200,19.66
"36005006900, NY",36005006900,36005006900,44.97
"36005016500, NY",36005016500,36005016500,58.33
"36081056400, NY",36081056400,36081056400,16.39
"36081084500, NY",36081084500,36081084500,24.09
"36005008600, NY",36005008600,36005008600,46.82
"36047059300, NY",36047059300,36047059300,5.51
"36047038700, NY",36047038700,36047038700,33.66
"36081019000, NY",36081019000,36081019000,11.61
"36047019600, NY",36047019600,36047019600,35.86
"36005007400, NY",36005007400,36005007400,40.16
"36081115500, NY",36081115500,36081115500,12.64
"36047058400, NY",36047058400,36047058400,22.54
"36047076200, NY",36047076200,36047076200,26.38
"36081118700, NY",36081118700,36081118700,11.57
"36005037200, NY",36005037200,36005037200,33.2
"36047051700, NY",36047051700,36047051700,0
"36047057500, NY",36047057500,36047057500,0
"36081025900, NY",36081025900,36081025900,5.34
"36081026500, NY",36081026500,36081026500,16.83
"36047051500, NY",36047051500,36047051500,3.62
"36081010400, NY",36081010400,36081010400,14.97
"36081057700, NY",36081057700,36081057700,6.23
"36047016500, NY",36047016500,36047016500,0
"36081043702, NY",36081043702,36081043702,38.98
"36047077600, NY",36047077600,36047077600,14.24
"36047033300, NY",36047033300,36047033300,25.03
"36081067700, NY",36081067700,36081067700,3.71
"36081011500, NY",36081011500,36081011500,6.91
"36047045200, NY",36047045200,36047045200,6.82
"36005004100, NY",36005004100,36005004100,55.92
"36005033600, NY",36005033600,36005033600,41.85
"36081027000, NY",36081027000,36081027000,32.53
"36047006800, NY",36047006800,36047006800,18.65
"36047080200, NY",36047080200,36047080200,22.1
"36081051000, NY",36081051000,36081051000,6.5
"36047036700, NY",36047036700,36047036700,38.27
"36081119900, NY",36081119900,36081119900,12.26
"36081051600, NY",36081051600,36081051600,32.6
"36047073000, NY",36047073000,36047073000,18.44
"36081120300, NY",36081120300,36081120300,11.17
"36047056000, NY",36047056000,36047056000,18.28
"36005038700, NY",36005038700,36005038700,33.99
"36061012600, NY",36061012600,36061012600,0
"36047112800, NY",36047112800,36047112800,23.21
"36047021300, NY",36047021300,36047021300,25.63
"36047016300, NY",36047016300,36047016300,3.48
"36047035900, NY",36047035900,36047035900,38.51
"36061002800, NY",36061002800,36061002800,35.86
"36047037900, NY",36047037900,36047037900,25.59
"36061017000, NY",36061017000,36061017000,31.67
"36061023100, NY",36061023100,36061023100,35.2
"36005039300, NY",36005039300,36005039300,58.95
"36005005200, NY",36005005200,36005005200,54.36
"36081028200, NY",36081028200,36081028200,11.06
"36061010800, NY",36061010800,36061010800,0
"36061015700, NY",36061015700,36061015700,0
"36005040702, NY",36005040702,36005040702,55.96
"36047049400, NY",36047049400,36047049400,28.73
"36047056400, NY",36047056400,36047056400,1.62
"36047119400, NY",36047119400,36047119400,33.63
"36047079000, NY",36047079000,36047079000,33.33
"36081047300, NY",36081047300,36081047300,8.63
"36005039000, NY",36005039000,36005039000,30.13
"36005025000, NY",36005025000,36005025000,20.17
"36061013800, NY",36061013800,36061013800,3.62
"36061021800, NY",36061021800,36061021800,20.21
"36047044200, NY",36047044200,36047044200,11.87
"36081029500, NY",36081029500,36081029500,8.39
"36005008500, NY",36005008500,36005008500,48.44
"36047016100, NY",36047016100,36047016100,3.52
"36047088000, NY",36047088000,36047088000,24.47
"36047042300, NY",36047042300,36047042300,41.69
"36061013400, NY",36061013400,36061013400,5.61
"36005014500, NY",36005014500,36005014500,68.72
"36081052600, NY",36081052600,36081052600,17.27
"36005042300, NY",36005042300,36005042300,36.62
"36047024700, NY",36047024700,36047024700,45.56
"36061022200, NY",36061022200,36061022200,11.89
"36047002300, NY",36047002300,36047002300,56.57
"36061013900, NY",36061013900,36061013900,4.42
"36047069200, NY",36047069200,36047069200,14.19
"36081060300, NY",36081060300,36081060300,2.08
"36047005100, NY",36047005100,36047005100,0
"36047047000, NY",36047047000,36047047000,26.91
"36047116400, NY",36047116400,36047116400,37.72
"36081076901, NY",36081076901,36081076901,0
"36047035700, NY",36047035700,36047035700,47.37
"36005016200, NY",36005016200,36005016200,11.67
"36061022800, NY",36061022800,36061022800,29.67
"36047076000, NY",36047076000,36047076000,3.94
"36061023200, NY",36061023200,36061023200,43.33
"36047025700, NY",36047025700,36047025700,35.86
"36047096600, NY",36047096600,36047096600,10.5
"36061008800, NY",36061008800,36061008800,1.89
"36047025200, NY",36047025200,36047025200,22.79
"36047051400, NY",36047051400,36047051400,35.53
"36047033900, NY",36047033900,36047033900,30.24
"36047033500, NY",36047033500,36047033500,20.22
"36061016900, NY",36061016900,36061016900,2.67
"36081052800, NY",36081052800,36081052800,20.92
"36047054600, NY",36047054600,36047054600,29.54
"36047024100, NY",36047024100,36047024100,26.94
"36047073800, NY",36047073800,36047073800,19.14
"36047060600, NY",36047060600,36047060600,12.71
"36005022500, NY",36005022500,36005022500,55.18
"36081003600, NY",36081003600,36081003600,14.3
"36061023501, NY",36061023501,36061023501,23.33
"36047031500, NY",36047031500,36047031500,18.57
"36081004700, NY",36081004700,36081004700,35.11
"36061014000, NY",36061014000,36061014000,1.01
"36047088600, NY",36047088600,36047088600,32.22
"36061014200, NY",36061014200,36061014200,0
"36047089200, NY",36047089200,36047089200,50.42
"36047081600, NY",36047081600,36047081600,21.4
"36061009300, NY",36061009300,36061009300,15.36
"36061009100, NY",36061009100,36061009100,5.7
"36047055000, NY",36047055000,36047055000,11.62
"36005031800, NY",36005031800,36005031800,10.02
"36061000201, NY",36061000201,36061000201,66.04
"36061012800, NY",36061012800,36061012800,0
"36081011300, NY",36081011300,36081011300,10.81
"36061017300, NY",36061017300,36061017300,11.31
"36047006900, NY",36047006900,36047006900,7.71
"36047045800, NY",36047045800,36047045800,5.43
"36061007700, NY",36061007700,36061007700,1.42
"36061020300, NY",36061020300,36061020300,4.51
"36081116100, NY",36081116100,36081116100,18.5
"36061014500, NY",36061014500,36061014500,0
"36061027900, NY",36061027900,36061027900,49.05
"36061013000, NY",36061013000,36061013000,0
"36061004000, NY",36061004000,36061004000,1.89
"36047026800, NY",36047026800,36047026800,30.78
"36081018600, NY",36081018600,36081018600,17.34
"36061012100, NY",36061012100,36061012100,13.7
"36047096200, NY",36047096200,36047096200,17.05
"36061017200, NY",36061017200,36061017200,40.51
"36061027300, NY",36061027300,36061027300,5.74
"36061009000, NY",36061009000,36061009000,0
"36061006300, NY",36061006300,36061006300,0
"36081026000, NY",36081026000,36081026000,33.74
